# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.5 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2023-02-01T00:00:00.0
# Latitude (positive North, ISO 19115): 38.8950
# Longitude (positive East, ISO 19115): -77.0365
# Altitude (m): 10.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2023-02-07
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2022-04-13T00:00:00.0/2022-04-14T00:00:00.0;9654.8906;6843.5801;5207.3394;1636.2410;8132.5903
2022-04-14T00:00:00.0/2022-04-15T00:00:00.0;9709.8770;6955.2168;5401.9062;1553.3104;8571.8623
2022-04-15T00:00:00.0/2022-04-16T00:00:00.0;9764.1924;7616.1611;6559.3872;1056.7740;10467.5283
2022-04-16T00:00:00.0/2022-04-17T00:00:00.0;9817.8945;7162.2681;5603.2939;1558.9739;8693.1133
2022-04-17T00:00:00.0/2022-04-18T00:00:00.0;9870.8740;7701.8613;6629.2305;1072.6307;10519.7979
2022-04-18T00:00:00.0/2022-04-19T00:00:00.0;9923.2109;7246.0020;5625.9995;1620.0023;8895.1152
2022-04-19T00:00:00.0/2022-04-20T00:00:00.0;9974.8203;7775.3931;6773.8604;1001.5328;10753.8477
2022-04-20T00:00:00.0/2022-04-21T00:00:00.0;10025.7178;7736.3696;6653.6768;1082.6927;10492.0830
2022-04-21T00:00:00.0/2022-04-22T00:00:00.0;10075.9609;7187.2842;5356.8882;1830.3962;8308.2148
2022-04-22T00:00:00.0/2022-04-23T00:00:00.0;10125.4414;7678.9614;6447.3521;1231.6090;10002.4219
2022-04-23T00:00:00.0/2022-04-24T00:00:00.0;10174.2285;6849.1704;4362.3872;2486.7832;6463.0581
2022-04-24T00:00:00.0/2022-04-25T00:00:00.0;10222.2588;7390.7246;5828.5547;1562.1700;8763.4932
2022-04-25T00:00:00.0/2022-04-26T00:00:00.0;10269.5420;7347.9395;5399.2124;1948.7266;8116.2183
2022-04-26T00:00:00.0/2022-04-27T00:00:00.0;10316.0703;7230.7051;5152.7671;2077.9377;7624.5498
2022-04-27T00:00:00.0/2022-04-28T00:00:00.0;10361.8906;7896.1670;6482.2021;1413.9648;10010.6924
2022-04-28T00:00:00.0/2022-04-29T00:00:00.0;10406.9092;8180.1538;7040.1973;1139.9565;10806.0947
2022-04-29T00:00:00.0/2022-04-30T00:00:00.0;10451.1523;8286.8906;7146.9302;1139.9611;11020.4863
2022-04-30T00:00:00.0/2022-05-01T00:00:00.0;10494.6143;8192.0723;7013.1768;1178.8953;10566.9102
2022-05-01T00:00:00.0/2022-05-02T00:00:00.0;10537.3350;7220.8179;4810.0107;2410.8066;7075.7031
2022-05-02T00:00:00.0/2022-05-03T00:00:00.0;10579.2295;7791.3076;6155.1094;1636.1985;9121.8018
2022-05-03T00:00:00.0/2022-05-04T00:00:00.0;10620.3232;7347.6367;4959.8062;2387.8303;7185.0894
2022-05-04T00:00:00.0/2022-05-05T00:00:00.0;10660.6123;7583.2432;5858.7397;1724.5035;8517.4404
2022-05-05T00:00:00.0/2022-05-06T00:00:00.0;10700.0996;7955.4375;6633.4526;1321.9849;9941.3467
2022-05-06T00:00:00.0/2022-05-07T00:00:00.0;10738.7314;7435.3613;5211.8384;2223.5232;7474.9038
2022-05-07T00:00:00.0/2022-05-08T00:00:00.0;10776.4824;7931.9629;6748.2832;1183.6798;10130.2100
2022-05-08T00:00:00.0/2022-05-09T00:00:00.0;10813.4473;8061.1133;6838.8696;1222.2439;10240.2676
2022-05-09T00:00:00.0/2022-05-10T00:00:00.0;10849.5869;8482.5195;7356.2324;1126.2874;11076.9795
2022-05-10T00:00:00.0/2022-05-11T00:00:00.0;10884.8955;8363.1836;7191.9634;1171.2201;10813.0098
2022-05-11T00:00:00.0/2022-05-12T00:00:00.0;10919.3721;8149.1353;6877.5044;1271.6307;10271.2852
2022-05-12T00:00:00.0/2022-05-13T00:00:00.0;10953.0117;7979.7695;6411.0439;1568.7255;9495.1904
2022-05-13T00:00:00.0/2022-05-14T00:00:00.0;10985.8115;7956.7939;6418.5566;1538.2369;9322.7783
2022-05-14T00:00:00.0/2022-05-15T00:00:00.0;11017.7695;7981.5415;6621.1113;1360.4299;9746.7373
2022-05-15T00:00:00.0/2022-05-16T00:00:00.0;11048.8809;7795.0332;5844.1431;1950.8899;8502.6934
2022-05-16T00:00:00.0/2022-05-17T00:00:00.0;11079.1436;7990.0483;6377.6660;1612.3826;9352.8018
2022-05-17T00:00:00.0/2022-05-18T00:00:00.0;11108.5537;8404.2617;7009.4102;1394.8518;10505.8252
2022-05-18T00:00:00.0/2022-05-19T00:00:00.0;11137.0771;8222.3477;6674.5015;1547.8459;9847.1289
