# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.5 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-01-01T00:00:00.0
# Date end (ISO 8601): 2022-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -24.7761
# Longitude (positive East, ISO 19115): 134.7550
# Altitude (m): 275.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2022-11-10
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-02-23T00:00:00.0/2019-02-24T00:00:00.0;10740.8125;8255.2441;7103.9922;1151.2516;9997.5576
2019-02-24T00:00:00.0/2019-02-25T00:00:00.0;10700.1455;8257.9238;7216.0190;1041.9045;10402.0596
2019-02-25T00:00:00.0/2019-02-26T00:00:00.0;10658.8564;8254.9180;7395.1738;859.7441;10767.1914
2019-02-26T00:00:00.0/2019-02-27T00:00:00.0;10616.9443;8211.4492;7354.6763;856.7733;10748.7910
2019-02-27T00:00:00.0/2019-02-28T00:00:00.0;10574.3828;8271.7646;7489.7974;781.9674;11053.1836
2019-02-28T00:00:00.0/2019-03-01T00:00:00.0;10531.2490;8223.7979;7438.8267;784.9710;10963.4717
2019-03-01T00:00:00.0/2019-03-02T00:00:00.0;10487.4932;8150.1499;7323.3569;826.7929;10725.7031
2019-03-02T00:00:00.0/2019-03-03T00:00:00.0;10443.1807;8059.8164;7105.7021;954.1145;10404.0273
2019-03-03T00:00:00.0/2019-03-04T00:00:00.0;10398.2725;8090.0576;7260.2246;829.8329;10695.2432
2019-03-04T00:00:00.0/2019-03-05T00:00:00.0;10352.8281;8005.6514;6959.4253;1046.2261;10115.1494
2019-03-05T00:00:00.0/2019-03-06T00:00:00.0;10306.8125;8014.6201;7157.3008;857.3190;10410.0264
2019-03-06T00:00:00.0/2019-03-07T00:00:00.0;10260.2852;7828.4492;6780.4380;1048.0115;9994.2402
2019-03-07T00:00:00.0/2019-03-08T00:00:00.0;10213.2129;7988.7529;7151.1479;837.6052;10650.4355
2019-03-08T00:00:00.0/2019-03-09T00:00:00.0;10165.6562;8084.0967;7331.4048;752.6919;11042.3691
2019-03-09T00:00:00.0/2019-03-10T00:00:00.0;10117.6250;7882.2021;7118.3394;763.8627;10713.9287
2019-03-10T00:00:00.0/2019-03-11T00:00:00.0;10069.0967;7724.5415;6970.4360;754.1057;10532.5957
2019-03-11T00:00:00.0/2019-03-12T00:00:00.0;10020.0713;7620.5571;6701.9829;918.5742;9963.8398
2019-03-12T00:00:00.0/2019-03-13T00:00:00.0;9970.6270;7499.6543;6529.5820;970.0723;9749.5098
2019-03-13T00:00:00.0/2019-03-14T00:00:00.0;9920.7080;7614.7896;6854.9927;759.7966;10415.3613
2019-03-14T00:00:00.0/2019-03-15T00:00:00.0;9870.4062;7554.2334;6767.2256;787.0078;10249.1387
2019-03-15T00:00:00.0/2019-03-16T00:00:00.0;9819.6523;7606.7490;6826.5732;780.1759;10438.7236
2019-03-16T00:00:00.0/2019-03-17T00:00:00.0;9768.5547;7666.6343;6927.5190;739.1153;10635.4463
2019-03-17T00:00:00.0/2019-03-18T00:00:00.0;9717.0273;7653.6948;6916.5874;737.1072;10619.1582
2019-03-18T00:00:00.0/2019-03-19T00:00:00.0;9665.1963;7488.9658;6744.0859;744.8798;10392.6113
2019-03-19T00:00:00.0/2019-03-20T00:00:00.0;9612.9600;7415.2500;6675.6396;739.6107;10309.3945
2019-03-20T00:00:00.0/2019-03-21T00:00:00.0;9560.4150;7384.7002;6651.0703;733.6299;10321.2520
2019-03-21T00:00:00.0/2019-03-22T00:00:00.0;9507.5889;7373.5444;6639.9395;733.6049;10306.3965
2019-03-22T00:00:00.0/2019-03-23T00:00:00.0;9454.4316;7295.5117;6499.0762;796.4353;9956.8652
2019-03-23T00:00:00.0/2019-03-24T00:00:00.0;9401.0352;7102.2695;6154.9634;947.3060;9257.8174
2019-03-24T00:00:00.0/2019-03-25T00:00:00.0;9347.3281;6755.8628;5408.1670;1347.6958;8055.9893
2019-03-25T00:00:00.0/2019-03-26T00:00:00.0;9293.4326;6817.9873;5831.7817;986.2056;8957.7998
2019-03-26T00:00:00.0/2019-03-27T00:00:00.0;9239.2949;7249.6538;6352.4097;897.2444;9886.6074
2019-03-27T00:00:00.0/2019-03-28T00:00:00.0;9184.9248;7253.2573;6470.9180;782.3393;10253.0635
2019-03-28T00:00:00.0/2019-03-29T00:00:00.0;9130.3975;7187.8428;6473.1162;714.7265;10325.1240
2019-03-29T00:00:00.0/2019-03-30T00:00:00.0;9075.6611;6992.5801;6194.3672;798.2128;9553.5264
2019-03-30T00:00:00.0/2019-03-31T00:00:00.0;9020.8213;7151.7642;6213.1113;938.6527;9931.2656
2019-03-31T00:00:00.0/2019-04-01T00:00:00.0;8965.7979;7159.0605;6437.5132;721.5474;10370.7480
2019-04-01T00:00:00.0/2019-04-02T00:00:00.0;8910.7246;7102.2754;6373.8608;728.4143;10264.2812
2019-04-02T00:00:00.0/2019-04-03T00:00:00.0;8855.5469;7064.8560;6339.8232;725.0323;10251.9004
2019-04-03T00:00:00.0/2019-04-04T00:00:00.0;8800.2715;7017.1909;6317.2217;699.9691;10242.9111
2019-04-04T00:00:00.0/2019-04-05T00:00:00.0;8744.9854;6875.1064;6165.5020;709.6041;10006.7646
2019-04-05T00:00:00.0/2019-04-06T00:00:00.0;8689.6318;6819.5679;6147.8384;671.7295;10068.6064
2019-04-06T00:00:00.0/2019-04-07T00:00:00.0;8634.3232;6677.0762;5946.3994;730.6766;9658.9639
2019-04-07T00:00:00.0/2019-04-08T00:00:00.0;8578.9766;6660.9336;5983.7290;677.2049;9872.4453
2019-04-08T00:00:00.0/2019-04-09T00:00:00.0;8523.7305;6629.3926;5973.9150;655.4772;9936.6816
2019-04-09T00:00:00.0/2019-04-10T00:00:00.0;8468.5303;6493.7612;5806.2695;687.4917;9596.4678
2019-04-10T00:00:00.0/2019-04-11T00:00:00.0;8413.3809;6512.4307;5807.3726;705.0579;9662.2373
2019-04-11T00:00:00.0/2019-04-12T00:00:00.0;8358.3730;6621.8037;5936.2803;685.5234;10013.4463
