# Coding: utf-8,
# File format version: 2,
# Title: CAMS McClear v3.5 model of clear-sky irradiation.,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.,
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step
#           for a selected location (worldwide coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: MINES ParisTech (France),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear,
# Date begin (ISO 8601): 2019-01-01T00:00:00.0,
# Date end (ISO 8601): 2022-01-01T00:00:00.0,
# Latitude (positive North, ISO 19115): 39.9062
# Longitude (positive East, ISO 19115): 116.3913
# Altitude (m): 47.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s,
# noValue: nan,
# File generated on: 2022-11-10,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI,
2021-02-23T00:00:00.0/2021-02-24T00:00:00.0;6308.9634;3172.9377;946.9773;2225.9604;1870.1665,
2021-02-24T00:00:00.0/2021-02-25T00:00:00.0;6376.8140;3814.0112;2022.0375;1791.9738;3905.4812,
2021-02-25T00:00:00.0/2021-02-26T00:00:00.0;6444.9907;3534.7227;1619.6051;1915.1176;3129.5903,
2021-02-26T00:00:00.0/2021-02-27T00:00:00.0;6513.4429;3868.2964;2094.4116;1773.8848;4015.6616,
2021-02-27T00:00:00.0/2021-02-28T00:00:00.0;6582.1968;3280.4363;1235.9392;2044.4971;2355.9634,
2021-02-28T00:00:00.0/2021-03-01T00:00:00.0;6651.1802;3401.6970;1006.2471;2395.4500;2009.7084,
2021-03-01T00:00:00.0/2021-03-02T00:00:00.0;6720.4126;4588.7563;3113.4270;1475.3293;5925.1274,
2021-03-02T00:00:00.0/2021-03-03T00:00:00.0;6789.8252;3717.4316;1677.9736;2039.4580;3100.2830,
2021-03-03T00:00:00.0/2021-03-04T00:00:00.0;6859.4375;3670.1404;1523.9963;2146.1440;2731.6990,
2021-03-04T00:00:00.0/2021-03-05T00:00:00.0;6929.1772;3350.9819;1210.4869;2140.4949;2170.8145,
2021-03-05T00:00:00.0/2021-03-06T00:00:00.0;6999.1133;3011.5486;731.8916;2279.6570;1514.5414,
2021-03-06T00:00:00.0/2021-03-07T00:00:00.0;7069.0850;4810.6270;3260.1226;1550.5044;6004.3540,
2021-03-07T00:00:00.0/2021-03-08T00:00:00.0;7139.1660;4280.0439;2306.2058;1973.8378;4161.5112,
2021-03-08T00:00:00.0/2021-03-09T00:00:00.0;7209.2603;3339.7048;951.0439;2388.6611;1662.6208,
2021-03-09T00:00:00.0/2021-03-10T00:00:00.0;7279.4229;3330.5161;937.1577;2393.3586;1614.7677,
2021-03-10T00:00:00.0/2021-03-11T00:00:00.0;7349.5376;3341.2832;830.3793;2510.9038;1483.0708,
2021-03-11T00:00:00.0/2021-03-12T00:00:00.0;7419.6826;3976.8989;1315.8804;2661.0183;2238.4417,
2021-03-12T00:00:00.0/2021-03-13T00:00:00.0;7489.7637;3490.2983;773.6884;2716.6099;1314.5712,
2021-03-13T00:00:00.0/2021-03-14T00:00:00.0;7559.7417;4421.8857;2282.4380;2139.4480;3769.0569,
2021-03-14T00:00:00.0/2021-03-15T00:00:00.0;7629.6553;3643.7402;858.5516;2785.1885;1482.4662,
2021-03-15T00:00:00.0/2021-03-16T00:00:00.0;7699.4009;5726.9932;4197.7524;1529.2407;7559.3071,
2021-03-16T00:00:00.0/2021-03-17T00:00:00.0;7769.0493;5237.1113;3301.4788;1935.6324;5538.8154,
2021-03-17T00:00:00.0/2021-03-18T00:00:00.0;7838.5142;3455.0923;830.6344;2624.4578;1356.0095,
2021-03-18T00:00:00.0/2021-03-19T00:00:00.0;7907.7544;4007.5667;1176.3662;2831.2004;1911.0068,
2021-03-19T00:00:00.0/2021-03-20T00:00:00.0;7976.8140;3586.7034;863.7333;2722.9700;1472.8380,
2021-03-20T00:00:00.0/2021-03-21T00:00:00.0;8045.5859;5791.6665;4070.7871;1720.8792;7393.1875,
2021-03-21T00:00:00.0/2021-03-22T00:00:00.0;8114.1514;6121.0093;4838.4609;1282.5485;8303.9111,
2021-03-22T00:00:00.0/2021-03-23T00:00:00.0;8182.4233;5692.4395;3711.9763;1980.4631;6343.9458,
2021-03-23T00:00:00.0/2021-03-24T00:00:00.0;8250.3564;5704.6235;3767.1460;1937.4778;6223.3931,
2021-03-24T00:00:00.0/2021-03-25T00:00:00.0;8318.0107;5897.6387;4123.5303;1774.1084;6772.9321,
2021-03-25T00:00:00.0/2021-03-26T00:00:00.0;8385.3135;5367.0811;3098.6897;2268.3914;4935.2988,
2021-03-26T00:00:00.0/2021-03-27T00:00:00.0;8452.2305;4293.9878;1275.4845;3018.5037;2020.5648,
2021-03-27T00:00:00.0/2021-03-28T00:00:00.0;8518.8418;5221.2305;2722.3621;2498.8687;4460.8105,
2021-03-28T00:00:00.0/2021-03-29T00:00:00.0;8584.9766;6559.0596;5244.0972;1314.9624;8880.2598,
2021-03-29T00:00:00.0/2021-03-30T00:00:00.0;8650.7490;6238.3389;4453.2124;1785.1267;7281.4526,
2021-03-30T00:00:00.0/2021-03-31T00:00:00.0;8716.0811;5601.7681;3162.0730;2439.6953;4955.5791,
2021-03-31T00:00:00.0/2021-04-01T00:00:00.0;8780.9395;6126.5259;4129.0376;1997.4879;6623.0161,
2021-04-01T00:00:00.0/2021-04-02T00:00:00.0;8845.3721;5486.7734;2724.0845;2762.6890;4270.8994,
2021-04-02T00:00:00.0/2021-04-03T00:00:00.0;8909.2842;5733.9883;3274.4822;2459.5063;5405.0132,
2021-04-03T00:00:00.0/2021-04-04T00:00:00.0;8972.7549;6973.7104;5940.7212;1032.9895;9967.9736,
2021-04-04T00:00:00.0/2021-04-05T00:00:00.0;9035.7041;6633.4229;4979.6548;1653.7681;7872.3057,
2021-04-05T00:00:00.0/2021-04-06T00:00:00.0;9098.1074;6228.2949;3997.7136;2230.5813;6284.9243,
2021-04-06T00:00:00.0/2021-04-07T00:00:00.0;9160.0020;5834.6348;3176.6958;2657.9390;4959.0229,
2021-04-07T00:00:00.0/2021-04-08T00:00:00.0;9221.3096;6079.9678;3667.0208;2412.9468;5642.9434,
2021-04-08T00:00:00.0/2021-04-09T00:00:00.0;9282.0879;5812.6572;3149.9695;2662.6877;4588.2495,
2021-04-09T00:00:00.0/2021-04-10T00:00:00.0;9342.2432;5130.8086;1894.4524;3236.3562;2815.4380,
2021-04-10T00:00:00.0/2021-04-11T00:00:00.0;9401.8525;5245.2051;2076.1926;3169.0125;3100.5630,
2021-04-11T00:00:00.0/2021-04-12T00:00:00.0;9460.7998;5618.3276;2531.7856;3086.5417;3731.4316,
2021-04-12T00:00:00.0/2021-04-13T00:00:00.0;9519.1709;5829.1475;2789.6406;3039.5071;5409.8740,
2021-04-13T00:00:00.0/2021-04-14T00:00:00.0;9576.8555;7530.6943;6167.7993;1362.8950;9464.1846,
2021-04-14T00:00:00.0/2021-04-15T00:00:00.0;9633.9385;7016.2100;5017.5522;1998.6580;7519.7061,
2021-04-15T00:00:00.0/2021-04-16T00:00:00.0;9690.3096;6099.4780;3079.4885;3019.9893;4696.6812,
2021-04-16T00:00:00.0/2021-04-17T00:00:00.0;9746.0527;6700.1270;4179.3569;2520.7698;7073.0312,
2021-04-17T00:00:00.0/2021-04-18T00:00:00.0;9801.0635;7490.4600;6054.3452;1436.1146;9487.8193,
2021-04-18T00:00:00.0/2021-04-19T00:00:00.0;9855.4170;7134.7251;5154.3350;1980.3901;7750.2544,
2021-04-19T00:00:00.0/2021-04-20T00:00:00.0;9909.0234;6621.7651;4100.2754;2521.4900;6000.0801,
2021-04-20T00:00:00.0/2021-04-21T00:00:00.0;9961.9414;6398.6230;3510.8794;2887.7439;5090.0503,
2021-04-21T00:00:00.0/2021-04-22T00:00:00.0;10014.1045;6061.1650;2876.6851;3184.4800;4260.3193,
2021-04-22T00:00:00.0/2021-04-23T00:00:00.0;10065.5186;6474.4810;3512.6807;2961.8000;5154.9702,
2021-04-23T00:00:00.0/2021-04-24T00:00:00.0;10116.2314;6843.8408;4152.5781;2691.2622;6155.3022,
2021-04-24T00:00:00.0/2021-04-25T00:00:00.0;10166.1514;6886.3350;4019.7732;2866.5618;5923.7529,
2021-04-25T00:00:00.0/2021-04-26T00:00:00.0;10215.3008;6715.8242;3747.1038;2968.7205;5415.5518,
2021-04-26T00:00:00.0/2021-04-27T00:00:00.0;10263.7285;5981.0903;2611.8481;3369.2422;3702.0850,
2021-04-27T00:00:00.0/2021-04-28T00:00:00.0;10311.3408;7502.0591;5309.4106;2192.6484;8057.6499,
2021-04-28T00:00:00.0/2021-04-29T00:00:00.0;10358.1631;7409.9990;5259.3413;2150.6582;7418.6812,
2021-04-29T00:00:00.0/2021-04-30T00:00:00.0;10404.2354;7552.7744;5506.7939;2045.9808;8243.0127,
2021-04-30T00:00:00.0/2021-05-01T00:00:00.0;10449.4814;7371.9233;4834.6333;2537.2898;7436.4746,
2021-05-01T00:00:00.0/2021-05-02T00:00:00.0;10493.9209;8189.2188;6913.7852;1275.4336;10653.8984,
2021-05-02T00:00:00.0/2021-05-03T00:00:00.0;10537.5498;7449.0210;5271.1245;2177.8967;7443.5103,
2021-05-03T00:00:00.0/2021-05-04T00:00:00.0;10580.3623;6956.7798;3790.4709;3166.3088;5377.5376,
2021-05-04T00:00:00.0/2021-05-05T00:00:00.0;10622.3994;8016.5347;6268.8291;1747.7059;9049.2812,
2021-05-05T00:00:00.0/2021-05-06T00:00:00.0;10663.5732;7727.1074;5564.0024;2163.1050;7934.8447,
2021-05-06T00:00:00.0/2021-05-07T00:00:00.0;10703.9150;7683.4839;5180.9038;2502.5803;8020.0674,
2021-05-07T00:00:00.0/2021-05-08T00:00:00.0;10743.3848;8123.5103;6634.6470;1488.8632;9728.1074,
2021-05-08T00:00:00.0/2021-05-09T00:00:00.0;10782.0459;8355.1592;7102.7866;1252.3728;10421.6328,
2021-05-09T00:00:00.0/2021-05-10T00:00:00.0;10819.8604;7117.1929;4102.9268;3014.2659;5623.8174,
2021-05-10T00:00:00.0/2021-05-11T00:00:00.0;10856.8271;7167.9541;4021.4158;3146.5383;5638.1475,
2021-05-11T00:00:00.0/2021-05-12T00:00:00.0;10892.9287;7125.2231;4129.8379;2995.3855;5551.4604,
2021-05-12T00:00:00.0/2021-05-13T00:00:00.0;10928.1650;6799.8745;3216.9268;3582.9478;4293.2427,
2021-05-13T00:00:00.0/2021-05-14T00:00:00.0;10962.5322;5969.2466;1697.9236;4271.3228;2307.1648,
2021-05-14T00:00:00.0/2021-05-15T00:00:00.0;10996.0244;6577.0195;2492.6250;4084.3945;3502.7432,
2021-05-15T00:00:00.0/2021-05-16T00:00:00.0;11028.6377;7701.4917;5322.2227;2379.2693;7955.7119,
2021-05-16T00:00:00.0/2021-05-17T00:00:00.0;11060.3672;8293.2949;6822.0576;1471.2372;10196.1396,
2021-05-17T00:00:00.0/2021-05-18T00:00:00.0;11091.2070;8039.9766;5914.2520;2125.7249;8320.3975,
2021-05-18T00:00:00.0/2021-05-19T00:00:00.0;11121.1230;7500.7935;4508.7271;2992.0664;6344.3628,
2021-05-19T00:00:00.0/2021-05-20T00:00:00.0;11150.1855;7285.4341;4073.5256;3211.9082;5560.8037,
2021-05-20T00:00:00.0/2021-05-21T00:00:00.0;11178.3457;6885.0161;3137.8113;3747.2046;4275.9380,
2021-05-21T00:00:00.0/2021-05-22T00:00:00.0;11205.6016;7199.4404;3830.1809;3369.2595;5109.2285,
2021-05-22T00:00:00.0/2021-05-23T00:00:00.0;11231.8916;6941.1313;3024.6897;3916.4419;4090.9570,
2021-05-23T00:00:00.0/2021-05-24T00:00:00.0;11257.3535;7723.5601;4732.3906;2991.1697;6393.6890,
2021-05-24T00:00:00.0/2021-05-25T00:00:00.0;11281.9004;7011.6055;3220.7861;3790.8196;4502.8960,
2021-05-25T00:00:00.0/2021-05-26T00:00:00.0;11305.5020;7692.9780;4892.1904;2800.7876;6519.1211,
2021-05-26T00:00:00.0/2021-05-27T00:00:00.0;11328.2305;7599.9053;4561.8467;3038.0586;6488.2202,
2021-05-27T00:00:00.0/2021-05-28T00:00:00.0;11350.0312;7531.8730;4420.3340;3111.5393;7098.8042,
2021-05-28T00:00:00.0/2021-05-29T00:00:00.0;11370.8770;8530.1240;7112.0049;1418.1194;9987.2402,
2021-05-29T00:00:00.0/2021-05-30T00:00:00.0;11390.8564;8250.9336;6029.9658;2220.9673;8342.4268,
2021-05-30T00:00:00.0/2021-05-31T00:00:00.0;11409.8955;7924.7300;5323.5073;2601.2224;7184.2305,
2021-05-31T00:00:00.0/2021-06-01T00:00:00.0;11427.9990;7033.5869;2882.1821;4151.4048;3966.4841,
2021-06-01T00:00:00.0/2021-06-02T00:00:00.0;11445.2031;7285.8491;4167.8892;3117.9602;5227.9731,
2021-06-02T00:00:00.0/2021-06-03T00:00:00.0;11461.4785;7044.6221;2983.2048;4061.4170;4552.8960,
2021-06-03T00:00:00.0/2021-06-04T00:00:00.0;11476.8516;8662.0430;7090.2979;1571.7452;10023.6553,
2021-06-04T00:00:00.0/2021-06-05T00:00:00.0;11491.2549;8630.4639;7097.6035;1532.8606;10465.8174,
2021-06-05T00:00:00.0/2021-06-06T00:00:00.0;11504.7598;8447.7754;6636.6357;1811.1399;9268.7842,
2021-06-06T00:00:00.0/2021-06-07T00:00:00.0;11517.3271;7583.4458;4538.9912;3044.4548;5747.3442,
2021-06-07T00:00:00.0/2021-06-08T00:00:00.0;11528.9795;6767.4946;2331.7310;4435.7637;2991.2649,
2021-06-08T00:00:00.0/2021-06-09T00:00:00.0;11539.7031;6803.9707;2343.3145;4460.6562;2994.8037,
2021-06-09T00:00:00.0/2021-06-10T00:00:00.0;11549.4756;6597.6792;1845.7374;4751.9419;2715.5752,
2021-06-10T00:00:00.0/2021-06-11T00:00:00.0;11558.3418;8315.8994;6037.8149;2278.0842;8636.2383,
2021-06-11T00:00:00.0/2021-06-12T00:00:00.0;11566.2441;8188.5659;5766.1216;2422.4446;7982.4834,
2021-06-12T00:00:00.0/2021-06-13T00:00:00.0;11573.2490;7088.2188;3157.2241;3930.9946;4009.0718,
2021-06-13T00:00:00.0/2021-06-14T00:00:00.0;11579.2939;6122.4185;1530.5763;4591.8423;2068.5017,
2021-06-14T00:00:00.0/2021-06-15T00:00:00.0;11584.4365;7158.5522;2974.2261;4184.3262;4103.1646,
2021-06-15T00:00:00.0/2021-06-16T00:00:00.0;11588.6260;7806.9355;4638.3198;3168.6152;6312.0151,
2021-06-16T00:00:00.0/2021-06-17T00:00:00.0;11591.8779;7498.3970;3989.4524;3508.9448;5659.7847,
2021-06-17T00:00:00.0/2021-06-18T00:00:00.0;11594.2393;8571.6338;6907.1445;1664.4891;9501.6396,
2021-06-18T00:00:00.0/2021-06-19T00:00:00.0;11595.6406;8526.9062;6514.6187;2012.2874;9194.1426,
2021-06-19T00:00:00.0/2021-06-20T00:00:00.0;11596.1074;8636.1406;6806.2905;1829.8502;9937.4902,
2021-06-20T00:00:00.0/2021-06-21T00:00:00.0;11595.6562;8384.0176;6443.4839;1940.5341;8778.9648,
2021-06-21T00:00:00.0/2021-06-22T00:00:00.0;11594.2891;8124.4263;5585.7998;2538.6262;7506.5786,
2021-06-22T00:00:00.0/2021-06-23T00:00:00.0;11591.9932;7463.9858;3915.9321;3548.0535;5013.9307,
2021-06-23T00:00:00.0/2021-06-24T00:00:00.0;11588.7695;6957.1899;2365.5107;4591.6787;3119.0769,
2021-06-24T00:00:00.0/2021-06-25T00:00:00.0;11584.5996;6948.5190;2460.0881;4488.4312;3148.2458,
2021-06-25T00:00:00.0/2021-06-26T00:00:00.0;11579.5439;6389.9512;1671.4103;4718.5410;2158.1660,
2021-06-26T00:00:00.0/2021-06-27T00:00:00.0;11573.5654;6655.4492;2130.2236;4525.2256;2726.7017,
2021-06-27T00:00:00.0/2021-06-28T00:00:00.0;11566.6494;7263.9717;3348.2292;3915.7424;4284.0288,
2021-06-28T00:00:00.0/2021-06-29T00:00:00.0;11558.8506;6947.2402;2615.8865;4331.3535;3337.1541,
2021-06-29T00:00:00.0/2021-06-30T00:00:00.0;11550.1074;6597.7158;1922.9374;4674.7783;2664.1758,
2021-06-30T00:00:00.0/2021-07-01T00:00:00.0;11540.4961;7135.8022;3550.1548;3585.6475;4500.8120,
2021-07-01T00:00:00.0/2021-07-02T00:00:00.0;11529.9395;6309.5127;1683.2439;4626.2686;2151.2600,
2021-07-02T00:00:00.0/2021-07-03T00:00:00.0;11518.5205;6850.8760;2416.4382;4434.4380;3233.8237,
2021-07-03T00:00:00.0/2021-07-04T00:00:00.0;11506.1592;7725.8384;4731.0464;2994.7922;6265.8989,
2021-07-04T00:00:00.0/2021-07-05T00:00:00.0;11492.9385;7672.0718;4714.2930;2957.7791;6138.2017,
2021-07-05T00:00:00.0/2021-07-06T00:00:00.0;11478.7832;6661.2412;2054.0923;4607.1489;2658.5618,
2021-07-06T00:00:00.0/2021-07-07T00:00:00.0;11463.7393;7231.4536;3385.4666;3845.9873;4294.1572,
2021-07-07T00:00:00.0/2021-07-08T00:00:00.0;11447.8164;6938.0728;2892.9934;4045.0796;3692.2693,
2021-07-08T00:00:00.0/2021-07-09T00:00:00.0;11430.9932;7245.0249;3243.9507;4001.0742;4224.0239,
2021-07-09T00:00:00.0/2021-07-10T00:00:00.0;11413.3027;7051.8774;2786.0266;4265.8511;3601.5007,
2021-07-10T00:00:00.0/2021-07-11T00:00:00.0;11394.7344;6466.1763;1691.9205;4774.2559;2167.2788,
2021-07-11T00:00:00.0/2021-07-12T00:00:00.0;11375.2764;6541.7681;1815.9122;4725.8560;2347.3425,
2021-07-12T00:00:00.0/2021-07-13T00:00:00.0;11354.9609;7153.2822;3672.1074;3481.1748;4656.1714,
2021-07-13T00:00:00.0/2021-07-14T00:00:00.0;11333.7773;7245.8198;3847.3291;3398.4907;5092.8110,
2021-07-14T00:00:00.0/2021-07-15T00:00:00.0;11311.6992;7159.4614;3363.3042;3796.1575;4409.6050,
2021-07-15T00:00:00.0/2021-07-16T00:00:00.0;11288.7861;6744.3838;2585.2568;4159.1270;3421.1375,
2021-07-16T00:00:00.0/2021-07-17T00:00:00.0;11265.0332;7263.1118;3802.2097;3460.9023;5364.4404,
2021-07-17T00:00:00.0/2021-07-18T00:00:00.0;11240.3896;7526.5708;4872.0410;2654.5300;6665.1533,
2021-07-18T00:00:00.0/2021-07-19T00:00:00.0;11214.9424;7425.9180;4440.9834;2984.9343;6012.4238,
2021-07-19T00:00:00.0/2021-07-20T00:00:00.0;11188.6123;7182.9922;3768.4146;3414.5779;4861.7910,
2021-07-20T00:00:00.0/2021-07-21T00:00:00.0;11161.4375;7060.6079;3208.3652;3852.2427;4337.4829,
2021-07-21T00:00:00.0/2021-07-22T00:00:00.0;11133.5137;7236.1294;4021.1672;3214.9619;5506.1611,
2021-07-22T00:00:00.0/2021-07-23T00:00:00.0;11104.6924;7374.5483;4596.5273;2778.0210;6233.6543,
2021-07-23T00:00:00.0/2021-07-24T00:00:00.0;11075.0410;6918.3838;3416.4995;3501.8843;4603.6157,
2021-07-24T00:00:00.0/2021-07-25T00:00:00.0;11044.5654;6665.8540;2750.2556;3915.5981;3605.1985,
2021-07-25T00:00:00.0/2021-07-26T00:00:00.0;11013.3066;6630.7725;2410.8467;4219.9258;3262.4622,
2021-07-26T00:00:00.0/2021-07-27T00:00:00.0;10981.2061;6557.6450;2406.8972;4150.7480;3180.0713,
2021-07-27T00:00:00.0/2021-07-28T00:00:00.0;10948.2949;6839.5996;2986.8372;3852.7625;4260.6655,
2021-07-28T00:00:00.0/2021-07-29T00:00:00.0;10914.6191;6902.9697;3498.9629;3404.0068;4929.1655,
2021-07-29T00:00:00.0/2021-07-30T00:00:00.0;10880.1094;7335.2334;4960.8701;2374.3635;6926.7910,
2021-07-30T00:00:00.0/2021-07-31T00:00:00.0;10844.8027;7380.0781;5216.5063;2163.5715;7443.0249,
2021-07-31T00:00:00.0/2021-08-01T00:00:00.0;10808.7061;6968.1938;3479.5706;3488.6233;5077.9805,
2021-08-01T00:00:00.0/2021-08-02T00:00:00.0;10771.8232;7690.8438;6161.2007;1529.6431;9232.6396,
2021-08-02T00:00:00.0/2021-08-03T00:00:00.0;10734.1611;7613.4961;5976.5542;1636.9415;8316.3721,
2021-08-03T00:00:00.0/2021-08-04T00:00:00.0;10695.7227;6463.4497;2667.6995;3795.7505;3634.6975,
2021-08-04T00:00:00.0/2021-08-05T00:00:00.0;10656.5156;6417.8931;2642.1265;3775.7668;3551.9963,
2021-08-05T00:00:00.0/2021-08-06T00:00:00.0;10616.5449;6503.0366;2792.3567;3710.6797;3797.2688,
2021-08-06T00:00:00.0/2021-08-07T00:00:00.0;10575.7891;6047.1729;2566.0271;3481.1458;3451.9478,
2021-08-07T00:00:00.0/2021-08-08T00:00:00.0;10534.3193;5859.3340;2177.3279;3682.0061;2912.2456,
2021-08-08T00:00:00.0/2021-08-09T00:00:00.0;10492.1475;5849.4580;1891.1315;3958.3264;2580.5352,
2021-08-09T00:00:00.0/2021-08-10T00:00:00.0;10449.2002;6596.3687;3138.1104;3458.2581;4298.4502,
2021-08-10T00:00:00.0/2021-08-11T00:00:00.0;10405.5225;6355.4790;3072.0916;3283.3875;4122.5767,
2021-08-11T00:00:00.0/2021-08-12T00:00:00.0;10361.0938;5736.9111;2184.2100;3552.7014;2947.7874,
2021-08-12T00:00:00.0/2021-08-13T00:00:00.0;10315.9893;5562.3828;1867.7224;3694.6602;2520.9705,
2021-08-13T00:00:00.0/2021-08-14T00:00:00.0;10270.1738;5761.8735;2264.8770;3496.9966;3069.7456,
2021-08-14T00:00:00.0/2021-08-15T00:00:00.0;10223.6191;6054.3892;2809.2410;3245.1484;3772.9775,
2021-08-15T00:00:00.0/2021-08-16T00:00:00.0;10176.4238;5298.7295;1441.3976;3857.3320;2011.2566,
2021-08-16T00:00:00.0/2021-08-17T00:00:00.0;10128.5361;6168.6616;2708.5151;3460.1465;3881.6748,
2021-08-17T00:00:00.0/2021-08-18T00:00:00.0;10079.9326;6695.9785;4137.8892;2558.0891;6062.3345,
2021-08-18T00:00:00.0/2021-08-19T00:00:00.0;10030.7080;5544.9209;1670.5200;3874.4011;2378.4736,
2021-08-19T00:00:00.0/2021-08-20T00:00:00.0;9980.8125;5959.9688;2507.7124;3452.2566;3597.6104,
2021-08-20T00:00:00.0/2021-08-21T00:00:00.0;9930.2334;6375.4678;3425.0452;2950.4229;5037.4355,
2021-08-21T00:00:00.0/2021-08-22T00:00:00.0;9879.0439;6643.7422;4404.0586;2239.6836;6187.1162,
2021-08-22T00:00:00.0/2021-08-23T00:00:00.0;9827.1748;5553.9771;1910.2725;3643.7046;2665.6016,
2021-08-23T00:00:00.0/2021-08-24T00:00:00.0;9774.7207;5991.1074;2754.8530;3236.2544;4011.6968,
2021-08-24T00:00:00.0/2021-08-25T00:00:00.0;9721.6348;6507.8252;4034.9412;2472.8843;6162.9766,
2021-08-25T00:00:00.0/2021-08-26T00:00:00.0;9667.9521;6877.8730;5264.6001;1613.2729;8400.2295,
2021-08-26T00:00:00.0/2021-08-27T00:00:00.0;9613.6123;6715.8691;4989.9512;1725.9181;7509.3218,
2021-08-27T00:00:00.0/2021-08-28T00:00:00.0;9558.7285;6649.5513;4755.6099;1893.9413;6989.2095,
2021-08-28T00:00:00.0/2021-08-29T00:00:00.0;9503.2061;6120.7734;3240.6313;2880.1418;4874.9053,
2021-08-29T00:00:00.0/2021-08-30T00:00:00.0;9447.1553;5606.7368;2432.4387;3174.2979;3500.0747,
2021-08-30T00:00:00.0/2021-08-31T00:00:00.0;9390.4902;5644.4233;2450.2957;3194.1279;3617.6782,
2021-08-31T00:00:00.0/2021-09-01T00:00:00.0;9333.3125;5909.6470;2982.4111;2927.2358;4508.0244,
2021-09-01T00:00:00.0/2021-09-02T00:00:00.0;9275.5479;6001.6172;3338.3416;2663.2754;5108.4932,
2021-09-02T00:00:00.0/2021-09-03T00:00:00.0;9217.2852;6039.2388;3507.0217;2532.2173;5278.4390,
2021-09-03T00:00:00.0/2021-09-04T00:00:00.0;9158.4697;5217.6875;1914.3362;3303.3511;2769.4614,
2021-09-04T00:00:00.0/2021-09-05T00:00:00.0;9099.1689;5419.1143;2150.0603;3269.0540;3327.8784,
2021-09-05T00:00:00.0/2021-09-06T00:00:00.0;9039.3525;5793.6753;3147.3064;2646.3691;4789.8691,
2021-09-06T00:00:00.0/2021-09-07T00:00:00.0;8979.0410;6245.2632;4722.2676;1522.9958;7583.2656,
2021-09-07T00:00:00.0/2021-09-08T00:00:00.0;8918.3008;5902.7153;3685.7388;2216.9766;5620.5112,
2021-09-08T00:00:00.0/2021-09-09T00:00:00.0;8857.1133;5379.5225;2464.4946;2915.0278;3660.9705,
2021-09-09T00:00:00.0/2021-09-10T00:00:00.0;8795.4395;4568.4062;1276.0460;3292.3601;2107.3804,
2021-09-10T00:00:00.0/2021-09-11T00:00:00.0;8733.3926;5501.4741;2825.8799;2675.5940;4215.2573,
2021-09-11T00:00:00.0/2021-09-12T00:00:00.0;8670.8906;5192.8110;2005.4336;3187.3777;3065.0732,
2021-09-12T00:00:00.0/2021-09-13T00:00:00.0;8608.0254;5029.8325;1700.9612;3328.8711;2616.1162,
2021-09-13T00:00:00.0/2021-09-14T00:00:00.0;8544.7549;5190.5723;2307.8518;2882.7205;3610.9407,
2021-09-14T00:00:00.0/2021-09-15T00:00:00.0;8481.1104;5187.1523;2538.1260;2649.0266;4042.6379,
2021-09-15T00:00:00.0/2021-09-16T00:00:00.0;8417.1553;4769.3950;1931.3341;2838.0610;3020.9751,
2021-09-16T00:00:00.0/2021-09-17T00:00:00.0;8352.8350;5492.8892;3763.0098;1729.8795;6287.2573,
2021-09-17T00:00:00.0/2021-09-18T00:00:00.0;8288.1865;5833.1143;4324.2798;1508.8348;7078.7046,
2021-09-18T00:00:00.0/2021-09-19T00:00:00.0;8223.2793;5263.6519;2955.0293;2308.6226;4752.4224,
2021-09-19T00:00:00.0/2021-09-20T00:00:00.0;8158.0488;5038.4092;2613.2371;2425.1724;4356.5459,
2021-09-20T00:00:00.0/2021-09-21T00:00:00.0;8092.5386;5627.2271;4320.9458;1306.2808;7511.5054,
2021-09-21T00:00:00.0/2021-09-22T00:00:00.0;8026.8193;5744.7676;4608.5908;1136.1768;8037.6475,
2021-09-22T00:00:00.0/2021-09-23T00:00:00.0;7960.8237;5325.8809;3614.9397;1710.9414;5939.0269,
